numbers,bonus_ball,date
"2,28,36,41,43,48",33,2012-09-06
"1,18,27,29,44,49",15,2012-09-06
"6,19,20,41,43,44",18,2012-09-12
"4,18,21,33,40,48",11,2012-09-12
"1,4,10,14,35,36",3,2012-09-18
"13,19,32,35,36,43",18,2012-09-18
"2,25,31,32,35,38",20,2012-09-24
"2,7,17,38,44,46",5,2012-09-24
"15,16,20,23,25,30",19,2012-09-30
"7,16,19,23,26,37",8,2012-09-30
"4,26,34,37,40,45",31,2012-10-06
"17,29,30,33,45,48",21,2012-10-06
"16,24,36,41,46,49",26,2012-10-12
"4,15,22,35,36,43",9,2012-10-12
"7,13,19,20,32,39",8,2012-10-18
"2,5,21,25,30,43",18,2012-10-18
"14,35,36,38,41,48",31,2012-10-24
"4,7,23,29,30,37",5,2012-10-24
"7,10,22,24,31,42",11,2012-10-30
"10,11,15,26,33,40",14,2012-10-30
"4,26,34,37,40,45",31,2012-11-05
"17,29,30,33,45,48",21,2012-11-05
"16,24,36,41,46,49",26,2012-11-11
"4,15,22,35,36,43",9,2012-11-11
"7,13,19,20,32,39",8,2012-11-17
"2,5,21,25,30,43",18,2012-11-17
"14,35,36,38,41,48",31,2012-11-23
"4,7,23,29,30,37",5,2012-11-23
"7,10,22,24,31,42",11,2012-11-29
"10,11,15,26,33,40",14,2012-11-29
"9,15,37,41,42,46",25,2012-12-05
"1,26,41,43,44,46",10,2012-12-05
"11,24,28,32,35,49",13,2012-12-11
"9,16,30,36,37,43",23,2012-12-11
"30,34,39,41,43,46",35,2012-12-17
"3,14,19,23,36,45",6,2012-12-17
"9,35,41,42,44,48",25,2012-12-23
"8,15,23,26,31,41",18,2012-12-23
"1,15,17,28,36,49",3,2012-12-29
"2,6,18,28,41,44",16,2012-12-29
"1,9,17,18,31,41",10,2013-01-04
"1,7,16,26,32,47",8,2013-01-04
"1,22,23,26,36,49",21,2013-01-10
"6,15,17,34,43,44",12,2013-01-10
"10,15,16,18,30,48",11,2013-01-16
"5,11,35,37,38,46",8,2013-01-16
"13,19,27,36,40,46",15,2013-01-22
"7,11,16,30,40,49",8,2013-01-22
"5,7,31,33,43,44",8,2013-01-28
"2,30,34,42,44,47",10,2013-01-28
"1,9,17,18,31,41",10,2013-02-03
"1,7,16,26,32,47",8,2013-02-03
"1,22,23,26,36,49",21,2013-02-09
"6,15,17,34,43,44",12,2013-02-09
"10,15,16,18,30,48",11,2013-02-15
"5,11,35,37,38,46",8,2013-02-15
"13,19,27,36,40,46",15,2013-02-21
"7,11,16,30,40,49",8,2013-02-21
"5,7,31,33,43,44",8,2013-02-27
"2,30,34,42,44,47",10,2013-02-27
"10,30,35,41,45,47",17,2013-03-05
"3,10,17,33,34,48",9,2013-03-05
"2,10,25,27,33,43",9,2013-03-11
"5,20,21,25,29,49",8,2013-03-11
"2,7,14,17,33,42",6,2013-03-17
"11,14,17,23,32,41",12,2013-03-17
"11,29,37,40,41,46",28,2013-03-23
"7,17,19,20,22,25",10,2013-03-23
"1,4,11,23,25,37",3,2013-03-29
"7,25,31,36,45,47",9,2013-03-29
"10,30,35,41,45,47",17,2013-04-04
"3,10,17,33,34,48",9,2013-04-04
"2,10,25,27,33,43",9,2013-04-10
"5,20,21,25,29,49",8,2013-04-10
"2,7,14,17,33,42",6,2013-04-16
"11,14,17,23,32,41",12,2013-04-16
"11,29,37,40,41,46",28,2013-04-22
"7,17,19,20,22,25",10,2013-04-22
"1,4,11,23,25,37",3,2013-04-28
"7,25,31,36,45,47",9,2013-04-28
"9,23,40,43,45,46",14,2013-05-04
"1,15,19,30,33,47",2,2013-05-04
"6,11,26,28,33,37",10,2013-05-10
"12,17,24,28,39,49",13,2013-05-10
"8,18,24,27,32,36",10,2013-05-16
"13,19,28,32,36,46",25,2013-05-16
"1,33,37,41,48,49",9,2013-05-22
"5,16,29,35,46,49",22,2013-05-22
"1,14,24,34,37,48",15,2013-05-28
"2,11,13,22,39,41",9,2013-05-28
"9,23,40,43,45,46",14,2013-06-03
"1,15,19,30,33,47",2,2013-06-03
"6,11,26,28,33,37",10,2013-06-09
"12,17,24,28,39,49",13,2013-06-09
"8,18,24,27,32,36",10,2013-06-15
"13,19,28,32,36,46",25,2013-06-15
"1,33,37,41,48,49",9,2013-06-21
"5,16,29,35,46,49",22,2013-06-21
"1,14,24,34,37,48",15,2013-06-27
"2,11,13,22,39,41",9,2013-06-27
"2,12,19,21,32,41",4,2013-07-03
"4,9,25,29,42,43",17,2013-07-03
"2,10,22,35,39,49",19,2013-07-09
"4,9,30,37,43,44",7,2013-07-09
"20,25,26,32,36,38",21,2013-07-15
"25,29,30,37,41,48",28,2013-07-15
"4,6,12,26,30,35",11,2013-07-21
"5,19,26,31,36,37",8,2013-07-21
"1,12,13,16,27,33",4,2013-07-27
"2,6,10,13,25,27",8,2013-07-27
"7,8,14,20,25,39",12,2013-08-02
"14,24,31,46,47,48",15,2013-08-02
"16,20,35,38,42,44",19,2013-08-08
"4,18,24,30,34,39",9,2013-08-08
"4,14,18,21,34,49",7,2013-08-14
"3,6,17,22,28,34",16,2013-08-14
"18,34,35,43,48,49",31,2013-08-20
"5,26,32,35,38,41",19,2013-08-20
"5,18,26,27,42,43",8,2013-08-26
"6,21,30,32,44,48",14,2013-08-26
"7,8,14,20,25,39",12,2013-09-01
"14,24,31,46,47,48",15,2013-09-01
"16,20,35,38,42,44",19,2013-09-07
"4,18,24,30,34,39",9,2013-09-07
"4,14,18,21,34,49",7,2013-09-13
"3,6,17,22,28,34",16,2013-09-13
"18,34,35,43,48,49",31,2013-09-19
"5,26,32,35,38,41",19,2013-09-19
"5,18,26,27,42,43",8,2013-09-25
"6,21,30,32,44,48",14,2013-09-25
"13,17,24,28,31,46",21,2013-10-01
"3,21,28,32,34,46",16,2013-10-01
"14,22,36,41,44,45",26,2013-10-07
"11,27,29,35,40,45",22,2013-10-07
"4,6,17,20,42,46",13,2013-10-13
"13,18,20,27,40,44",15,2013-10-13
"3,24,29,32,33,44",27,2013-10-19
"1,16,26,28,30,42",2,2013-10-19
"1,3,21,22,36,41",5,2013-10-25
"12,19,28,33,34,36",26,2013-10-25
"3,10,22,29,32,46",4,2013-10-31
"5,7,20,25,28,45",6,2013-10-31
"2,4,23,38,45,49",11,2013-11-06
"4,13,31,43,47,49",8,2013-11-06
"5,20,21,26,29,39",7,2013-11-12
"4,19,27,30,35,45",17,2013-11-12
"17,33,38,43,47,48",37,2013-11-18
"1,5,17,19,32,43",14,2013-11-18
"6,12,14,25,30,44",11,2013-11-24
"4,14,16,17,18,30",9,2013-11-24
"3,10,22,29,32,46",4,2013-11-30
"5,7,20,25,28,45",6,2013-11-30
"2,4,23,38,45,49",11,2013-12-06
"4,13,31,43,47,49",8,2013-12-06
"5,20,21,26,29,39",7,2013-12-12
"4,19,27,30,35,45",17,2013-12-12
"17,33,38,43,47,48",37,2013-12-18
"1,5,17,19,32,43",14,2013-12-18
"6,12,14,25,30,44",11,2013-12-24
"4,14,16,17,18,30",9,2013-12-24
"9,30,43,45,47,49",14,2013-12-30
"4,20,23,25,42,47",16,2013-12-30
"5,14,16,30,33,47",7,2014-01-05
"1,16,22,27,29,42",11,2014-01-05
"13,27,34,38,42,45",20,2014-01-11
"7,11,24,29,39,42",22,2014-01-11
"6,7,30,33,34,35",23,2014-01-17
"2,12,14,30,40,47",6,2014-01-17
"3,11,35,40,41,45",12,2014-01-23
"3,34,42,43,44,48",21,2014-01-23
"9,30,43,45,47,49",14,2014-01-29
"4,20,23,25,42,47",16,2014-01-29
"5,14,16,30,33,47",7,2014-02-04
"1,16,22,27,29,42",11,2014-02-04
"13,27,34,38,42,45",20,2014-02-10
"7,11,24,29,39,42",22,2014-02-10
"6,7,30,33,34,35",23,2014-02-16
"2,12,14,30,40,47",6,2014-02-16
"3,11,35,40,41,45",12,2014-02-22
"3,34,42,43,44,48",21,2014-02-22
"2,17,18,29,32,49",14,2014-02-28
"11,16,28,37,39,44",14,2014-02-28
"1,3,21,24,44,45",20,2014-03-06
"7,21,25,27,42,47",9,2014-03-06
"3,6,10,17,24,25",4,2014-03-12
"6,17,32,34,43,48",26,2014-03-12
"7,23,28,33,38,42",16,2014-03-18
"5,12,20,40,41,46",8,2014-03-18
"6,22,26,36,38,46",20,2014-03-24
"2,23,25,29,46,47",7,2014-03-24
"2,17,18,29,32,49",14,2014-03-30
"11,16,28,37,39,44",14,2014-03-30
"1,3,21,24,44,45",20,2014-04-05
"7,21,25,27,42,47",9,2014-04-05
"3,6,10,17,24,25",4,2014-04-11
"6,17,32,34,43,48",26,2014-04-11
"7,23,28,33,38,42",16,2014-04-17
"5,12,20,40,41,46",8,2014-04-17
"6,22,26,36,38,46",20,2014-04-23
"2,23,25,29,46,47",7,2014-04-23
"3,9,10,17,18,22",6,2014-04-29
"1,10,23,27,34,42",12,2014-04-29
"3,21,30,42,46,47",7,2014-05-05
"12,21,28,37,38,41",18,2014-05-05
"3,10,25,35,44,45",6,2014-05-11
"4,14,19,31,41,42",18,2014-05-11
"1,13,18,22,41,44",15,2014-05-17
"4,16,23,24,31,36",7,2014-05-17
"5,21,23,28,32,37",7,2014-05-23
"1,8,28,33,36,41",2,2014-05-23
"3,9,10,17,18,22",6,2014-05-29
"1,10,23,27,34,42",12,2014-05-29
"3,21,30,42,46,47",7,2014-06-04
"12,21,28,37,38,41",18,2014-06-04
"3,10,25,35,44,45",6,2014-06-10
"4,14,19,31,41,42",18,2014-06-10
"1,13,18,22,41,44",15,2014-06-16
"4,16,23,24,31,36",7,2014-06-16
"5,21,23,28,32,37",7,2014-06-22
"1,8,28,33,36,41",2,2014-06-22
"1,29,33,44,45,48",17,2014-06-28
"2,20,28,36,40,44",7,2014-06-28
"10,30,31,35,44,45",15,2014-07-04
"6,11,12,30,32,46",8,2014-07-04
"9,17,25,27,30,48",13,2014-07-10
"1,18,39,41,43,47",4,2014-07-10
"4,20,23,31,32,49",18,2014-07-16
"13,16,24,32,40,43",17,2014-07-16
"2,26,28,29,32,34",25,2014-07-22
"24,34,38,41,47,48",33,2014-07-22
"1,29,33,44,45,48",17,2014-07-28
"2,20,28,36,40,44",7,2014-07-28
"10,30,31,35,44,45",15,2014-08-03
"6,11,12,30,32,46",8,2014-08-03
"9,17,25,27,30,48",13,2014-08-09
"1,18,39,41,43,47",4,2014-08-09
"4,20,23,31,32,49",18,2014-08-15
"13,16,24,32,40,43",17,2014-08-15
"2,26,28,29,32,34",25,2014-08-21
"24,34,38,41,47,48",33,2014-08-21
"17,27,34,40,46,49",20,2014-08-27
"3,24,33,39,40,43",17,2014-08-27
"6,18,19,27,31,36",7,2014-09-02
"1,10,19,38,45,48",9,2014-09-02
"10,31,32,39,45,46",28,2014-09-08
"3,30,35,38,45,46",23,2014-09-08
"10,22,27,34,35,45",15,2014-09-14
"1,2,22,28,36,47",14,2014-09-14
"2,17,19,27,38,40",11,2014-09-20
"9,27,29,30,37,43",20,2014-09-20
"2,14,20,21,35,46",15,2014-09-26
"3,20,28,33,45,48",18,2014-09-26
"7,15,27,28,35,46",19,2014-10-02
"4,15,26,29,41,45",18,2014-10-02
"3,13,18,29,41,48",8,2014-10-08
"10,32,35,36,37,49",29,2014-10-08
"9,32,33,42,43,46",22,2014-10-14
"1,23,28,32,35,47",12,2014-10-14
"2,8,21,29,41,45",4,2014-10-20
"8,21,22,25,30,32",20,2014-10-20
"2,14,20,21,35,46",15,2014-10-26
"3,20,28,33,45,48",18,2014-10-26
"7,15,27,28,35,46",19,2014-11-01
"4,15,26,29,41,45",18,2014-11-01
"3,13,18,29,41,48",8,2014-11-07
"10,32,35,36,37,49",29,2014-11-07
"9,32,33,42,43,46",22,2014-11-13
"1,23,28,32,35,47",12,2014-11-13
"2,8,21,29,41,45",4,2014-11-19
"8,21,22,25,30,32",20,2014-11-19
"3,5,24,33,34,39",17,2014-11-25
"1,8,14,28,44,48",2,2014-11-25
"5,11,16,25,36,48",10,2014-12-01
"2,6,7,19,33,43",4,2014-12-01
"1,21,33,37,41,44",12,2014-12-07
"2,16,30,31,33,42",6,2014-12-07
"1,7,10,11,33,38",9,2014-12-13
"4,17,25,28,35,36",11,2014-12-13
"15,24,35,38,46,49",32,2014-12-19
"2,6,19,22,29,40",7,2014-12-19
"3,5,24,33,34,39",17,2014-12-25
"1,8,14,28,44,48",2,2014-12-25
"5,11,16,25,36,48",10,2014-12-31
"2,6,7,19,33,43",4,2014-12-31
"1,21,33,37,41,44",12,2015-01-06
"2,16,30,31,33,42",6,2015-01-06
"1,7,10,11,33,38",9,2015-01-12
"4,17,25,28,35,36",11,2015-01-12
"15,24,35,38,46,49",32,2015-01-18
"2,6,19,22,29,40",7,2015-01-18
"1,4,23,29,35,38",2,2015-01-24
"1,5,7,38,39,47",2,2015-01-24
"2,17,21,33,35,38",10,2015-01-30
"17,18,22,34,36,39",19,2015-01-30
"8,27,28,33,47,49",18,2015-02-05
"1,9,20,34,42,49",15,2015-02-05
"7,20,36,44,48,49",33,2015-02-11
"8,21,22,25,26,44",14,2015-02-11
"1,9,13,14,18,23",3,2015-02-17
"7,23,25,29,35,48",21,2015-02-17
"1,4,23,29,35,38",2,2015-02-23
"1,5,7,38,39,47",2,2015-02-23
"2,17,21,33,35,38",10,2015-03-01
"17,18,22,34,36,39",19,2015-03-01
"8,27,28,33,47,49",18,2015-03-07
"1,9,20,34,42,49",15,2015-03-07
"7,20,36,44,48,49",33,2015-03-13
"8,21,22,25,26,44",14,2015-03-13
"1,9,13,14,18,23",3,2015-03-19
"7,23,25,29,35,48",21,2015-03-19
"8,18,31,35,39,41",12,2015-03-25
"4,28,36,38,41,47",26,2015-03-25
"1,9,11,22,33,47",5,2015-03-31
"5,10,15,26,27,30",8,2015-03-31
"7,12,41,45,48,49",16,2015-04-06
"4,14,15,17,33,49",8,2015-04-06
"2,7,15,24,26,40",3,2015-04-12
"1,19,20,31,32,36",17,2015-04-12
"12,16,22,33,37,39",14,2015-04-18
"5,14,23,34,42,48",9,2015-04-18
"8,18,31,35,39,41",12,2015-04-24
"4,28,36,38,41,47",26,2015-04-24
"1,9,11,22,33,47",5,2015-04-30
"5,10,15,26,27,30",8,2015-04-30
"7,12,41,45,48,49",16,2015-05-06
"4,14,15,17,33,49",8,2015-05-06
"2,7,15,24,26,40",3,2015-05-12
"1,19,20,31,32,36",17,2015-05-12
"12,16,22,33,37,39",14,2015-05-18
"5,14,23,34,42,48",9,2015-05-18
"6,11,18,26,29,33",13,2015-05-24
"7,16,18,21,40,46",10,2015-05-24
"10,19,23,24,34,44",18,2015-05-30
"18,27,28,33,34,38",20,2015-05-30
"4,10,11,17,30,39",9,2015-06-05
"10,30,40,42,44,46",26,2015-06-05
"4,11,20,22,28,49",13,2015-06-11
"7,16,17,25,27,35",13,2015-06-11
"2,18,22,23,27,40",13,2015-06-17
"3,5,9,15,23,41",4,2015-06-17
"6,11,18,26,29,33",13,2015-06-23
"7,16,18,21,40,46",10,2015-06-23
"10,19,23,24,34,44",18,2015-06-29
"18,27,28,33,34,38",20,2015-06-29
"4,10,11,17,30,39",9,2015-07-05
"10,30,40,42,44,46",26,2015-07-05
"4,11,20,22,28,49",13,2015-07-11
"7,16,17,25,27,35",13,2015-07-11
"2,18,22,23,27,40",13,2015-07-17
"3,5,9,15,23,41",4,2015-07-17
"18,30,31,32,36,45",22,2015-07-23
"16,21,34,37,40,45",18,2015-07-23
"10,20,30,33,36,39",18,2015-07-29
"2,13,17,18,20,43",12,2015-07-29
"5,13,19,20,22,43",12,2015-08-04
"6,12,25,31,33,49",14,2015-08-04
"9,33,36,38,39,43",15,2015-08-10
"9,13,25,34,40,44",23,2015-08-10
"1,6,22,35,38,49",17,2015-08-16
"2,15,26,33,34,44",8,2015-08-16
"18,30,31,32,36,45",22,2015-08-22
"16,21,34,37,40,45",18,2015-08-22
"10,20,30,33,36,39",18,2015-08-28
"2,13,17,18,20,43",12,2015-08-28
"5,13,19,20,22,43",12,2015-09-03
"6,12,25,31,33,49",14,2015-09-03
"9,33,36,38,39,43",15,2015-09-09
"9,13,25,34,40,44",23,2015-09-09
"1,6,22,35,38,49",17,2015-09-15
"2,15,26,33,34,44",8,2015-09-15
"13,20,29,30,37,44",26,2015-09-21
"4,21,32,33,37,46",10,2015-09-21
"3,19,20,31,42,44",8,2015-09-27
"4,12,14,19,39,44",5,2015-09-27
"9,13,19,25,29,43",15,2015-10-03
"11,21,31,38,39,40",18,2015-10-03
"1,8,13,15,32,48",7,2015-10-09
"1,20,21,28,35,41",10,2015-10-09
"8,9,35,36,41,43",25,2015-10-15
"6,18,21,25,33,42",16,2015-10-15
"13,20,29,30,37,44",26,2015-10-21
"4,21,32,33,37,46",10,2015-10-21
"3,19,20,31,42,44",8,2015-10-27
"4,12,14,19,39,44",5,2015-10-27
"9,13,19,25,29,43",15,2015-11-02
"11,21,31,38,39,40",18,2015-11-02
"1,8,13,15,32,48",7,2015-11-08
"1,20,21,28,35,41",10,2015-11-08
"8,9,35,36,41,43",25,2015-11-14
"6,18,21,25,33,42",16,2015-11-14
"7,8,20,31,34,38",15,2015-11-20
"1,19,23,24,31,46",13,2015-11-20
"3,23,36,41,42,46",4,2015-11-26
"4,7,18,29,41,48",10,2015-11-26
"1,3,18,32,39,44",2,2015-12-02
"1,8,21,32,42,49",2,2015-12-02
"2,15,28,30,35,48",11,2015-12-08
"12,27,33,34,41,49",26,2015-12-08
"5,29,31,37,39,44",8,2015-12-14
"1,5,13,17,25,47",4,2015-12-14
"9,17,36,39,42,44",21,2015-12-20
"7,30,32,37,40,45",31,2015-12-20
"1,4,8,16,23,31",3,2015-12-26
"3,15,20,31,33,43",14,2015-12-26
"3,14,21,22,33,38",5,2016-01-01
"12,35,36,37,40,42",13,2016-01-01
"2,10,39,44,47,48",25,2016-01-07
"5,7,15,18,24,48",10,2016-01-07
"11,27,29,35,36,47",19,2016-01-13
"4,15,30,43,44,45",23,2016-01-13
"8,22,26,28,39,42",25,2016-01-19
"3,7,35,37,39,45",4,2016-01-19
"1,17,19,38,39,45",9,2016-01-25
"11,14,22,24,32,33",16,2016-01-25
"8,28,35,38,46,48",25,2016-01-31
"4,29,32,41,42,46",13,2016-01-31
"2,14,15,20,26,33",12,2016-02-06
"2,19,20,33,48,49",3,2016-02-06
"17,19,29,30,35,45",24,2016-02-12
"7,9,20,28,35,48",13,2016-02-12
"8,22,26,28,39,42",25,2016-02-18
"3,7,35,37,39,45",4,2016-02-18
"1,17,19,38,39,45",9,2016-02-24
"11,14,22,24,32,33",16,2016-02-24
"8,28,35,38,46,48",25,2016-03-01
"4,29,32,41,42,46",13,2016-03-01
"2,14,15,20,26,33",12,2016-03-07
"2,19,20,33,48,49",3,2016-03-07
"17,19,29,30,35,45",24,2016-03-13
"7,9,20,28,35,48",13,2016-03-13
"17,22,30,42,48,49",20,2016-03-19
"1,5,12,18,31,39",9,2016-03-19
"1,5,6,11,15,21",4,2016-03-25
"6,19,23,33,35,48",11,2016-03-25
"6,22,23,30,31,42",11,2016-03-31
"4,7,8,9,10,30",6,2016-03-31
"2,13,17,19,28,44",16,2016-04-06
"9,27,39,43,48,49",11,2016-04-06
"11,16,18,35,40,48",17,2016-04-12
"5,8,41,45,47,49",29,2016-04-12
"17,22,30,42,48,49",20,2016-04-18
"1,5,12,18,31,39",9,2016-04-18
"1,5,6,11,15,21",4,2016-04-24
"6,19,23,33,35,48",11,2016-04-24
"6,22,23,30,31,42",11,2016-04-30
"4,7,8,9,10,30",6,2016-04-30
"2,13,17,19,28,44",16,2016-05-06
"9,27,39,43,48,49",11,2016-05-06
"11,16,18,35,40,48",17,2016-05-12
"5,8,41,45,47,49",29,2016-05-12
"8,18,19,25,31,47",10,2016-05-18
"15,22,36,37,42,47",20,2016-05-18
"2,4,27,31,33,43",8,2016-05-24
"1,24,37,39,43,49",2,2016-05-24
"11,23,31,32,35,45",12,2016-05-30
"13,25,34,35,36,38",20,2016-05-30
"5,6,28,39,44,48",27,2016-06-05
"4,6,34,37,48,49",25,2016-06-05
"1,16,34,36,37,44",7,2016-06-11
"3,12,14,15,18,26",9,2016-06-11
"8,18,19,25,31,47",10,2016-06-17
"15,22,36,37,42,47",20,2016-06-17
"2,4,27,31,33,43",8,2016-06-23
"1,24,37,39,43,49",2,2016-06-23
"11,23,31,32,35,45",12,2016-06-29
"13,25,34,35,36,38",20,2016-06-29
"5,6,28,39,44,48",27,2016-07-05
"4,6,34,37,48,49",25,2016-07-05
"1,16,34,36,37,44",7,2016-07-11
"3,12,14,15,18,26",9,2016-07-11
"4,21,23,35,37,41",11,2016-07-17
"2,18,43,45,46,49",36,2016-07-17
"3,36,41,44,45,46",38,2016-07-23
"4,8,23,28,33,35",15,2016-07-23
"2,8,19,23,36,45",10,2016-07-29
"11,20,22,31,40,44",14,2016-07-29
"13,23,26,30,33,40",19,2016-08-04
"5,13,21,33,36,44",19,2016-08-04
"9,17,26,30,32,45",15,2016-08-10
"6,11,20,31,34,39",10,2016-08-10
"4,21,23,35,37,41",11,2016-08-16
"2,18,43,45,46,49",36,2016-08-16
"3,36,41,44,45,46",38,2016-08-22
"4,8,23,28,33,35",15,2016-08-22
"2,8,19,23,36,45",10,2016-08-28
"11,20,22,31,40,44",14,2016-08-28
"13,23,26,30,33,40",19,2016-09-03
"5,13,21,33,36,44",19,2016-09-03
"9,17,26,30,32,45",15,2016-09-09
"6,11,20,31,34,39",10,2016-09-09
"12,17,42,44,45,49",35,2016-09-15
"12,17,33,39,43,45",15,2016-09-15
"3,7,10,20,26,43",6,2016-09-21
"11,14,24,31,38,43",13,2016-09-21
"1,7,9,10,22,37",4,2016-09-27
"6,22,27,35,44,46",15,2016-09-27
"1,9,18,29,33,43",16,2016-10-03
"5,32,35,41,42,48",6,2016-10-03
"3,11,30,31,33,44",4,2016-10-09
"3,22,32,38,45,49",29,2016-10-09
"12,32,37,38,45,47",13,2016-10-15
"18,33,34,37,45,49",32,2016-10-15
"15,27,28,32,43,48",25,2016-10-21
"15,24,31,33,34,45",22,2016-10-21
"1,4,16,36,38,42",15,2016-10-27
"4,32,35,37,40,44",7,2016-10-27
"2,13,15,39,42,45",14,2016-11-02
"11,19,32,37,38,48",15,2016-11-02
"9,20,34,35,40,45",29,2016-11-08
"9,31,33,34,35,36",24,2016-11-08
"12,32,37,38,45,47",13,2016-11-14
"18,33,34,37,45,49",32,2016-11-14
"15,27,28,32,43,48",25,2016-11-20
"15,24,31,33,34,45",22,2016-11-20
"1,4,16,36,38,42",15,2016-11-26
"4,32,35,37,40,44",7,2016-11-26
"2,13,15,39,42,45",14,2016-12-02
"11,19,32,37,38,48",15,2016-12-02
"9,20,34,35,40,45",29,2016-12-08
"9,31,33,34,35,36",24,2016-12-08
"3,20,39,41,44,47",10,2016-12-14
"7,8,23,24,33,43",9,2016-12-14
"4,9,29,30,33,44",21,2016-12-20
"19,28,37,47,48,49",23,2016-12-20
"13,25,32,42,45,49",14,2016-12-26
"6,17,21,27,29,45",12,2016-12-26
"6,23,29,37,39,46",12,2017-01-01
"2,9,18,20,46,48",3,2017-01-01
"8,30,32,34,37,41",13,2017-01-07
"7,22,23,24,25,47",15,2017-01-07
"3,20,39,41,44,47",10,2017-01-13
"7,8,23,24,33,43",9,2017-01-13
"4,9,29,30,33,44",21,2017-01-19
"19,28,37,47,48,49",23,2017-01-19
"13,25,32,42,45,49",14,2017-01-25
"6,17,21,27,29,45",12,2017-01-25
"6,23,29,37,39,46",12,2017-01-31
"2,9,18,20,46,48",3,2017-01-31
"8,30,32,34,37,41",13,2017-02-06
"7,22,23,24,25,47",15,2017-02-06
"14,17,33,37,39,42",23,2017-02-12
"1,15,33,34,40,43",7,2017-02-12
"1,21,34,38,41,47",6,2017-02-18
"11,15,18,29,35,36",17,2017-02-18
"2,12,17,22,38,49",15,2017-02-24
"1,10,24,28,29,44",2,2017-02-24
"2,9,15,27,37,38",8,2017-03-02
"3,15,22,26,33,48",9,2017-03-02
"4,5,18,30,33,47",17,2017-03-08
"7,26,29,37,38,40",15,2017-03-08
"14,17,33,37,39,42",23,2017-03-14
"1,15,33,34,40,43",7,2017-03-14
"1,21,34,38,41,47",6,2017-03-20
"11,15,18,29,35,36",17,2017-03-20
"2,12,17,22,38,49",15,2017-03-26
"1,10,24,28,29,44",2,2017-03-26
"2,9,15,27,37,38",8,2017-04-01
"3,15,22,26,33,48",9,2017-04-01
"4,5,18,30,33,47",17,2017-04-07
"7,26,29,37,38,40",15,2017-04-07
"5,22,33,38,41,45",11,2017-04-13
"6,20,23,25,30,34",7,2017-04-13
"2,28,32,33,35,40",8,2017-04-19
"1,10,22,24,37,45",13,2017-04-19
"30,34,38,39,42,43",32,2017-04-25
"8,24,29,30,31,44",9,2017-04-25
"2,7,24,28,33,35",11,2017-05-01
"9,22,25,29,41,42",11,2017-05-01
"10,13,28,32,33,37",14,2017-05-07
"3,17,24,28,32,43",4,2017-05-07
"5,22,33,38,41,45",11,2017-05-13
"6,20,23,25,30,34",7,2017-05-13
"2,28,32,33,35,40",8,2017-05-19
"1,10,22,24,37,45",13,2017-05-19
"30,34,38,39,42,43",32,2017-05-25
"8,24,29,30,31,44",9,2017-05-25
"2,7,24,28,33,35",11,2017-05-31
"9,22,25,29,41,42",11,2017-05-31
"10,13,28,32,33,37",14,2017-06-06
"3,17,24,28,32,43",4,2017-06-06
"3,8,28,38,40,49",27,2017-06-12
"3,10,32,39,44,45",8,2017-06-12
"2,22,25,26,29,33",13,2017-06-18
"6,18,27,36,42,44",10,2017-06-18
"14,18,19,28,39,43",16,2017-06-24
"4,8,9,10,12,49",6,2017-06-24
"1,20,31,34,39,41",12,2017-06-30
"5,14,23,27,29,47",11,2017-06-30
"8,12,22,34,37,41",20,2017-07-06
"18,19,28,33,35,48",25,2017-07-06
"3,8,28,38,40,49",27,2017-07-12
"3,10,32,39,44,45",8,2017-07-12
"2,22,25,26,29,33",13,2017-07-18
"6,18,27,36,42,44",10,2017-07-18
"14,18,19,28,39,43",16,2017-07-24
"4,8,9,10,12,49",6,2017-07-24
"1,20,31,34,39,41",12,2017-07-30
"5,14,23,27,29,47",11,2017-07-30
"8,12,22,34,37,41",20,2017-08-05
"18,19,28,33,35,48",25,2017-08-05
"7,19,28,32,34,42",24,2017-08-11
"3,16,20,26,36,49",15,2017-08-11
"8,9,18,26,31,34",16,2017-08-17
"4,17,31,40,41,46",5,2017-08-17
"9,15,16,20,23,33",13,2017-08-23
"7,20,28,29,36,37",13,2017-08-23
"1,10,28,39,40,42",22,2017-08-29
"4,17,18,36,41,45",10,2017-08-29
"3,9,26,40,43,44",12,2017-09-04
"2,16,18,30,37,47",8,2017-09-04
"7,19,28,32,34,42",24,2017-09-10
"3,16,20,26,36,49",15,2017-09-10
"8,9,18,26,31,34",16,2017-09-16
"4,17,31,40,41,46",5,2017-09-16
"9,15,16,20,23,33",13,2017-09-22
"7,20,28,29,36,37",13,2017-09-22
"1,10,28,39,40,42",22,2017-09-28
"4,17,18,36,41,45",10,2017-09-28
"3,9,26,40,43,44",12,2017-10-04
"2,16,18,30,37,47",8,2017-10-04
"19,21,24,29,35,38",20,2017-10-10
"7,22,25,27,38,44",9,2017-10-10
"5,19,23,32,44,45",13,2017-10-16
"3,17,19,21,29,41",16,2017-10-16
"4,8,16,18,29,43",6,2017-10-22
"4,13,17,29,39,40",8,2017-10-22
"23,29,34,43,45,46",30,2017-10-28
"13,28,29,32,33,39",21,2017-10-28
"13,16,24,28,35,37",14,2017-11-03
"6,14,17,18,26,42",8,2017-11-03
"19,21,24,29,35,38",20,2017-11-09
"7,22,25,27,38,44",9,2017-11-09
"5,19,23,32,44,45",13,2017-11-15
"3,17,19,21,29,41",16,2017-11-15
"4,8,16,18,29,43",6,2017-11-21
