numbers,bonus_ball,date
"2,28,36,41,43,48",33,2038-08-25
"1,18,27,29,44,49",15,2038-08-28
"6,19,20,41,43,44",18,2038-08-31
"4,18,21,33,40,48",11,2038-09-03
"1,4,10,14,35,36",3,2038-09-06
"13,19,32,35,36,43",18,2038-09-09
"2,25,31,32,35,38",20,2038-09-12
"2,7,17,38,44,46",5,2038-09-15
"15,16,20,23,25,30",19,2038-09-18
"7,16,19,23,26,37",8,2038-09-21
"4,26,34,37,40,45",31,2038-09-24
"17,29,30,33,45,48",21,2038-09-27
"16,24,36,41,46,49",26,2038-09-30
"4,15,22,35,36,43",9,2038-10-03
"7,13,19,20,32,39",8,2038-10-06
"2,5,21,25,30,43",18,2038-10-09
"14,35,36,38,41,48",31,2038-10-12
"4,7,23,29,30,37",5,2038-10-15
"7,10,22,24,31,42",11,2038-10-18
"10,11,15,26,33,40",14,2038-10-21
"4,26,34,37,40,45",31,2038-10-24
"17,29,30,33,45,48",21,2038-10-27
"16,24,36,41,46,49",26,2038-10-30
"4,15,22,35,36,43",9,2038-11-02
"7,13,19,20,32,39",8,2038-11-05
"2,5,21,25,30,43",18,2038-11-08
"14,35,36,38,41,48",31,2038-11-11
"4,7,23,29,30,37",5,2038-11-14
"7,10,22,24,31,42",11,2038-11-17
"10,11,15,26,33,40",14,2038-11-20
"9,15,37,41,42,46",25,2038-11-23
"1,26,41,43,44,46",10,2038-11-26
"11,24,28,32,35,49",13,2038-11-29
"9,16,30,36,37,43",23,2038-12-02
"30,34,39,41,43,46",35,2038-12-05
"3,14,19,23,36,45",6,2038-12-08
"9,35,41,42,44,48",25,2038-12-11
"8,15,23,26,31,41",18,2038-12-14
"1,15,17,28,36,49",3,2038-12-17
"2,6,18,28,41,44",16,2038-12-20
"1,9,17,18,31,41",10,2038-12-23
"1,7,16,26,32,47",8,2038-12-26
"1,22,23,26,36,49",21,2038-12-29
"6,15,17,34,43,44",12,2039-01-01
"10,15,16,18,30,48",11,2039-01-04
"5,11,35,37,38,46",8,2039-01-07
"13,19,27,36,40,46",15,2039-01-10
"7,11,16,30,40,49",8,2039-01-13
"5,7,31,33,43,44",8,2039-01-16
"2,30,34,42,44,47",10,2039-01-19
"1,9,17,18,31,41",10,2039-01-22
"1,7,16,26,32,47",8,2039-01-25
"1,22,23,26,36,49",21,2039-01-28
"6,15,17,34,43,44",12,2039-01-31
"10,15,16,18,30,48",11,2039-02-03
"5,11,35,37,38,46",8,2039-02-06
"13,19,27,36,40,46",15,2039-02-09
"7,11,16,30,40,49",8,2039-02-12
"5,7,31,33,43,44",8,2039-02-15
"2,30,34,42,44,47",10,2039-02-18
"10,30,35,41,45,47",17,2039-02-21
"3,10,17,33,34,48",9,2039-02-24
"2,10,25,27,33,43",9,2039-02-27
"5,20,21,25,29,49",8,2039-03-02
"2,7,14,17,33,42",6,2039-03-05
"11,14,17,23,32,41",12,2039-03-08
"11,29,37,40,41,46",28,2039-03-11
"7,17,19,20,22,25",10,2039-03-14
"1,4,11,23,25,37",3,2039-03-17
"7,25,31,36,45,47",9,2039-03-20
"10,30,35,41,45,47",17,2039-03-23
"3,10,17,33,34,48",9,2039-03-26
"2,10,25,27,33,43",9,2039-03-29
"5,20,21,25,29,49",8,2039-04-01
"2,7,14,17,33,42",6,2039-04-04
"11,14,17,23,32,41",12,2039-04-07
"11,29,37,40,41,46",28,2039-04-10
"7,17,19,20,22,25",10,2039-04-13
"1,4,11,23,25,37",3,2039-04-16
"7,25,31,36,45,47",9,2039-04-19
"9,23,40,43,45,46",14,2039-04-22
"1,15,19,30,33,47",2,2039-04-25
"6,11,26,28,33,37",10,2039-04-28
"12,17,24,28,39,49",13,2039-05-01
"8,18,24,27,32,36",10,2039-05-04
"13,19,28,32,36,46",25,2039-05-07
"1,33,37,41,48,49",9,2039-05-10
"5,16,29,35,46,49",22,2039-05-13
"1,14,24,34,37,48",15,2039-05-16
"2,11,13,22,39,41",9,2039-05-19
"9,23,40,43,45,46",14,2039-05-22
"1,15,19,30,33,47",2,2039-05-25
"6,11,26,28,33,37",10,2039-05-28
"12,17,24,28,39,49",13,2039-05-31
"8,18,24,27,32,36",10,2039-06-03
"13,19,28,32,36,46",25,2039-06-06
"1,33,37,41,48,49",9,2039-06-09
"5,16,29,35,46,49",22,2039-06-12
"1,14,24,34,37,48",15,2039-06-15
"2,11,13,22,39,41",9,2039-06-18
"2,12,19,21,32,41",4,2039-06-21
"4,9,25,29,42,43",17,2039-06-24
"2,10,22,35,39,49",19,2039-06-27
"4,9,30,37,43,44",7,2039-06-30
"20,25,26,32,36,38",21,2039-07-03
"25,29,30,37,41,48",28,2039-07-06
"4,6,12,26,30,35",11,2039-07-09
"5,19,26,31,36,37",8,2039-07-12
"1,12,13,16,27,33",4,2039-07-15
"2,6,10,13,25,27",8,2039-07-18
"7,8,14,20,25,39",12,2039-07-21
"14,24,31,46,47,48",15,2039-07-24
"16,20,35,38,42,44",19,2039-07-27
"4,18,24,30,34,39",9,2039-07-30
"4,14,18,21,34,49",7,2039-08-02
"3,6,17,22,28,34",16,2039-08-05
"18,34,35,43,48,49",31,2039-08-08
"5,26,32,35,38,41",19,2039-08-11
"5,18,26,27,42,43",8,2039-08-14
"6,21,30,32,44,48",14,2039-08-17
"7,8,14,20,25,39",12,2039-08-20
"14,24,31,46,47,48",15,2039-08-23
"16,20,35,38,42,44",19,2039-08-26
"4,18,24,30,34,39",9,2039-08-29
"4,14,18,21,34,49",7,2039-09-01
"3,6,17,22,28,34",16,2039-09-04
"18,34,35,43,48,49",31,2039-09-07
"5,26,32,35,38,41",19,2039-09-10
"5,18,26,27,42,43",8,2039-09-13
"6,21,30,32,44,48",14,2039-09-16
"13,17,24,28,31,46",21,2039-09-19
"3,21,28,32,34,46",16,2039-09-22
"14,22,36,41,44,45",26,2039-09-25
"11,27,29,35,40,45",22,2039-09-28
"4,6,17,20,42,46",13,2039-10-01
"13,18,20,27,40,44",15,2039-10-04
"3,24,29,32,33,44",27,2039-10-07
"1,16,26,28,30,42",2,2039-10-10
"1,3,21,22,36,41",5,2039-10-13
"12,19,28,33,34,36",26,2039-10-16
"3,10,22,29,32,46",4,2039-10-19
"5,7,20,25,28,45",6,2039-10-22
"2,4,23,38,45,49",11,2039-10-25
"4,13,31,43,47,49",8,2039-10-28
"5,20,21,26,29,39",7,2039-10-31
"4,19,27,30,35,45",17,2039-11-03
"17,33,38,43,47,48",37,2039-11-06
"1,5,17,19,32,43",14,2039-11-09
"6,12,14,25,30,44",11,2039-11-12
"4,14,16,17,18,30",9,2039-11-15
"3,10,22,29,32,46",4,2039-11-18
"5,7,20,25,28,45",6,2039-11-21
"2,4,23,38,45,49",11,2039-11-24
"4,13,31,43,47,49",8,2039-11-27
"5,20,21,26,29,39",7,2039-11-30
"4,19,27,30,35,45",17,2039-12-03
"17,33,38,43,47,48",37,2039-12-06
"1,5,17,19,32,43",14,2039-12-09
"6,12,14,25,30,44",11,2039-12-12
"4,14,16,17,18,30",9,2039-12-15
"9,30,43,45,47,49",14,2039-12-18
"4,20,23,25,42,47",16,2039-12-21
"5,14,16,30,33,47",7,2039-12-24
"1,16,22,27,29,42",11,2039-12-27
"13,27,34,38,42,45",20,2039-12-30
"7,11,24,29,39,42",22,2040-01-02
"6,7,30,33,34,35",23,2040-01-05
"2,12,14,30,40,47",6,2040-01-08
"3,11,35,40,41,45",12,2040-01-11
"3,34,42,43,44,48",21,2040-01-14
"9,30,43,45,47,49",14,2040-01-17
"4,20,23,25,42,47",16,2040-01-20
"5,14,16,30,33,47",7,2040-01-23
"1,16,22,27,29,42",11,2040-01-26
"13,27,34,38,42,45",20,2040-01-29
"7,11,24,29,39,42",22,2040-02-01
"6,7,30,33,34,35",23,2040-02-04
"2,12,14,30,40,47",6,2040-02-07
"3,11,35,40,41,45",12,2040-02-10
"3,34,42,43,44,48",21,2040-02-13
"2,17,18,29,32,49",14,2040-02-16
"11,16,28,37,39,44",14,2040-02-19
"1,3,21,24,44,45",20,2040-02-22
"7,21,25,27,42,47",9,2040-02-25
"3,6,10,17,24,25",4,2040-02-28
"6,17,32,34,43,48",26,2040-03-02
"7,23,28,33,38,42",16,2040-03-05
"5,12,20,40,41,46",8,2040-03-08
"6,22,26,36,38,46",20,2040-03-11
"2,23,25,29,46,47",7,2040-03-14
"2,17,18,29,32,49",14,2040-03-17
"11,16,28,37,39,44",14,2040-03-20
"1,3,21,24,44,45",20,2040-03-23
"7,21,25,27,42,47",9,2040-03-26
"3,6,10,17,24,25",4,2040-03-29
"6,17,32,34,43,48",26,2040-04-01
"7,23,28,33,38,42",16,2040-04-04
"5,12,20,40,41,46",8,2040-04-07
"6,22,26,36,38,46",20,2040-04-10
"2,23,25,29,46,47",7,2040-04-13
"3,9,10,17,18,22",6,2040-04-16
"1,10,23,27,34,42",12,2040-04-19
"3,21,30,42,46,47",7,2040-04-22
"12,21,28,37,38,41",18,2040-04-25
"3,10,25,35,44,45",6,2040-04-28
"4,14,19,31,41,42",18,2040-05-01
"1,13,18,22,41,44",15,2040-05-04
"4,16,23,24,31,36",7,2040-05-07
"5,21,23,28,32,37",7,2040-05-10
"1,8,28,33,36,41",2,2040-05-13
"3,9,10,17,18,22",6,2040-05-16
"1,10,23,27,34,42",12,2040-05-19
"3,21,30,42,46,47",7,2040-05-22
"12,21,28,37,38,41",18,2040-05-25
"3,10,25,35,44,45",6,2040-05-28
"4,14,19,31,41,42",18,2040-05-31
"1,13,18,22,41,44",15,2040-06-03
"4,16,23,24,31,36",7,2040-06-06
"5,21,23,28,32,37",7,2040-06-09
"1,8,28,33,36,41",2,2040-06-12
"1,29,33,44,45,48",17,2040-06-15
"2,20,28,36,40,44",7,2040-06-18
"10,30,31,35,44,45",15,2040-06-21
"6,11,12,30,32,46",8,2040-06-24
"9,17,25,27,30,48",13,2040-06-27
"1,18,39,41,43,47",4,2040-06-30
"4,20,23,31,32,49",18,2040-07-03
"13,16,24,32,40,43",17,2040-07-06
"2,26,28,29,32,34",25,2040-07-09
"24,34,38,41,47,48",33,2040-07-12
"1,29,33,44,45,48",17,2040-07-15
"2,20,28,36,40,44",7,2040-07-18
"10,30,31,35,44,45",15,2040-07-21
"6,11,12,30,32,46",8,2040-07-24
"9,17,25,27,30,48",13,2040-07-27
"1,18,39,41,43,47",4,2040-07-30
"4,20,23,31,32,49",18,2040-08-02
"13,16,24,32,40,43",17,2040-08-05
"2,26,28,29,32,34",25,2040-08-08
"24,34,38,41,47,48",33,2040-08-11
"17,27,34,40,46,49",20,2040-08-14
"3,24,33,39,40,43",17,2040-08-17
"6,18,19,27,31,36",7,2040-08-20
"1,10,19,38,45,48",9,2040-08-23
"10,31,32,39,45,46",28,2040-08-26
"3,30,35,38,45,46",23,2040-08-29
"10,22,27,34,35,45",15,2040-09-01
"1,2,22,28,36,47",14,2040-09-04
"2,17,19,27,38,40",11,2040-09-07
"9,27,29,30,37,43",20,2040-09-10
"2,14,20,21,35,46",15,2040-09-13
"3,20,28,33,45,48",18,2040-09-16
"7,15,27,28,35,46",19,2040-09-19
"4,15,26,29,41,45",18,2040-09-22
"3,13,18,29,41,48",8,2040-09-25
"10,32,35,36,37,49",29,2040-09-28
"9,32,33,42,43,46",22,2040-10-01
"1,23,28,32,35,47",12,2040-10-04
"2,8,21,29,41,45",4,2040-10-07
"8,21,22,25,30,32",20,2040-10-10
"2,14,20,21,35,46",15,2040-10-13
"3,20,28,33,45,48",18,2040-10-16
"7,15,27,28,35,46",19,2040-10-19
"4,15,26,29,41,45",18,2040-10-22
"3,13,18,29,41,48",8,2040-10-25
"10,32,35,36,37,49",29,2040-10-28
"9,32,33,42,43,46",22,2040-10-31
"1,23,28,32,35,47",12,2040-11-03
"2,8,21,29,41,45",4,2040-11-06
"8,21,22,25,30,32",20,2040-11-09
"3,5,24,33,34,39",17,2040-11-12
"1,8,14,28,44,48",2,2040-11-15
"5,11,16,25,36,48",10,2040-11-18
"2,6,7,19,33,43",4,2040-11-21
"1,21,33,37,41,44",12,2040-11-24
"2,16,30,31,33,42",6,2040-11-27
"1,7,10,11,33,38",9,2040-11-30
"4,17,25,28,35,36",11,2040-12-03
"15,24,35,38,46,49",32,2040-12-06
"2,6,19,22,29,40",7,2040-12-09
"3,5,24,33,34,39",17,2040-12-12
"1,8,14,28,44,48",2,2040-12-15
"5,11,16,25,36,48",10,2040-12-18
"2,6,7,19,33,43",4,2040-12-21
"1,21,33,37,41,44",12,2040-12-24
"2,16,30,31,33,42",6,2040-12-27
"1,7,10,11,33,38",9,2040-12-30
"4,17,25,28,35,36",11,2041-01-02
"15,24,35,38,46,49",32,2041-01-05
"2,6,19,22,29,40",7,2041-01-08
"1,4,23,29,35,38",2,2041-01-11
"1,5,7,38,39,47",2,2041-01-14
"2,17,21,33,35,38",10,2041-01-17
"17,18,22,34,36,39",19,2041-01-20
"8,27,28,33,47,49",18,2041-01-23
"1,9,20,34,42,49",15,2041-01-26
"7,20,36,44,48,49",33,2041-01-29
"8,21,22,25,26,44",14,2041-02-01
"1,9,13,14,18,23",3,2041-02-04
"7,23,25,29,35,48",21,2041-02-07
"1,4,23,29,35,38",2,2041-02-10
"1,5,7,38,39,47",2,2041-02-13
"2,17,21,33,35,38",10,2041-02-16
"17,18,22,34,36,39",19,2041-02-19
"8,27,28,33,47,49",18,2041-02-22
"1,9,20,34,42,49",15,2041-02-25
"7,20,36,44,48,49",33,2041-02-28
"8,21,22,25,26,44",14,2041-03-03
"1,9,13,14,18,23",3,2041-03-06
"7,23,25,29,35,48",21,2041-03-09
"8,18,31,35,39,41",12,2041-03-12
"4,28,36,38,41,47",26,2041-03-15
"1,9,11,22,33,47",5,2041-03-18
"5,10,15,26,27,30",8,2041-03-21
"7,12,41,45,48,49",16,2041-03-24
"4,14,15,17,33,49",8,2041-03-27
"2,7,15,24,26,40",3,2041-03-30
"1,19,20,31,32,36",17,2041-04-02
"12,16,22,33,37,39",14,2041-04-05
"5,14,23,34,42,48",9,2041-04-08
"8,18,31,35,39,41",12,2041-04-11
"4,28,36,38,41,47",26,2041-04-14
"1,9,11,22,33,47",5,2041-04-17
"5,10,15,26,27,30",8,2041-04-20
"7,12,41,45,48,49",16,2041-04-23
"4,14,15,17,33,49",8,2041-04-26
"2,7,15,24,26,40",3,2041-04-29
"1,19,20,31,32,36",17,2041-05-02
"12,16,22,33,37,39",14,2041-05-05
"5,14,23,34,42,48",9,2041-05-08
"6,11,18,26,29,33",13,2041-05-11
"7,16,18,21,40,46",10,2041-05-14
"10,19,23,24,34,44",18,2041-05-17
"18,27,28,33,34,38",20,2041-05-20
"4,10,11,17,30,39",9,2041-05-23
"10,30,40,42,44,46",26,2041-05-26
"4,11,20,22,28,49",13,2041-05-29
"7,16,17,25,27,35",13,2041-06-01
"2,18,22,23,27,40",13,2041-06-04
"3,5,9,15,23,41",4,2041-06-07
"6,11,18,26,29,33",13,2041-06-10
"7,16,18,21,40,46",10,2041-06-13
"10,19,23,24,34,44",18,2041-06-16
"18,27,28,33,34,38",20,2041-06-19
"4,10,11,17,30,39",9,2041-06-22
"10,30,40,42,44,46",26,2041-06-25
"4,11,20,22,28,49",13,2041-06-28
"7,16,17,25,27,35",13,2041-07-01
"2,18,22,23,27,40",13,2041-07-04
"3,5,9,15,23,41",4,2041-07-07
"18,30,31,32,36,45",22,2041-07-10
"16,21,34,37,40,45",18,2041-07-13
"10,20,30,33,36,39",18,2041-07-16
"2,13,17,18,20,43",12,2041-07-19
"5,13,19,20,22,43",12,2041-07-22
"6,12,25,31,33,49",14,2041-07-25
"9,33,36,38,39,43",15,2041-07-28
"9,13,25,34,40,44",23,2041-07-31
"1,6,22,35,38,49",17,2041-08-03
"2,15,26,33,34,44",8,2041-08-06
"18,30,31,32,36,45",22,2041-08-09
"16,21,34,37,40,45",18,2041-08-12
"10,20,30,33,36,39",18,2041-08-15
"2,13,17,18,20,43",12,2041-08-18
"5,13,19,20,22,43",12,2041-08-21
"6,12,25,31,33,49",14,2041-08-24
"9,33,36,38,39,43",15,2041-08-27
"9,13,25,34,40,44",23,2041-08-30
"1,6,22,35,38,49",17,2041-09-02
"2,15,26,33,34,44",8,2041-09-05
"13,20,29,30,37,44",26,2041-09-08
"4,21,32,33,37,46",10,2041-09-11
"3,19,20,31,42,44",8,2041-09-14
"4,12,14,19,39,44",5,2041-09-17
"9,13,19,25,29,43",15,2041-09-20
"11,21,31,38,39,40",18,2041-09-23
"1,8,13,15,32,48",7,2041-09-26
"1,20,21,28,35,41",10,2041-09-29
"8,9,35,36,41,43",25,2041-10-02
"6,18,21,25,33,42",16,2041-10-05
"13,20,29,30,37,44",26,2041-10-08
"4,21,32,33,37,46",10,2041-10-11
"3,19,20,31,42,44",8,2041-10-14
"4,12,14,19,39,44",5,2041-10-17
"9,13,19,25,29,43",15,2041-10-20
"11,21,31,38,39,40",18,2041-10-23
"1,8,13,15,32,48",7,2041-10-26
"1,20,21,28,35,41",10,2041-10-29
"8,9,35,36,41,43",25,2041-11-01
"6,18,21,25,33,42",16,2041-11-04
"7,8,20,31,34,38",15,2041-11-07
"1,19,23,24,31,46",13,2041-11-10
"3,23,36,41,42,46",4,2041-11-13
"4,7,18,29,41,48",10,2041-11-16
"1,3,18,32,39,44",2,2041-11-19
"1,8,21,32,42,49",2,2041-11-22
"2,15,28,30,35,48",11,2041-11-25
"12,27,33,34,41,49",26,2041-11-28
"5,29,31,37,39,44",8,2041-12-01
"1,5,13,17,25,47",4,2041-12-04
"9,17,36,39,42,44",21,2041-12-07
"7,30,32,37,40,45",31,2041-12-10
"1,4,8,16,23,31",3,2041-12-13
"3,15,20,31,33,43",14,2041-12-16
"3,14,21,22,33,38",5,2041-12-19
"12,35,36,37,40,42",13,2041-12-22
"2,10,39,44,47,48",25,2041-12-25
"5,7,15,18,24,48",10,2041-12-28
"11,27,29,35,36,47",19,2041-12-31
"4,15,30,43,44,45",23,2042-01-03
"8,22,26,28,39,42",25,2042-01-06
"3,7,35,37,39,45",4,2042-01-09
"1,17,19,38,39,45",9,2042-01-12
"11,14,22,24,32,33",16,2042-01-15
"8,28,35,38,46,48",25,2042-01-18
"4,29,32,41,42,46",13,2042-01-21
"2,14,15,20,26,33",12,2042-01-24
"2,19,20,33,48,49",3,2042-01-27
"17,19,29,30,35,45",24,2042-01-30
"7,9,20,28,35,48",13,2042-02-02
"8,22,26,28,39,42",25,2042-02-05
"3,7,35,37,39,45",4,2042-02-08
"1,17,19,38,39,45",9,2042-02-11
"11,14,22,24,32,33",16,2042-02-14
"8,28,35,38,46,48",25,2042-02-17
"4,29,32,41,42,46",13,2042-02-20
"2,14,15,20,26,33",12,2042-02-23
"2,19,20,33,48,49",3,2042-02-26
"17,19,29,30,35,45",24,2042-03-01
"7,9,20,28,35,48",13,2042-03-04
"17,22,30,42,48,49",20,2042-03-07
"1,5,12,18,31,39",9,2042-03-10
"1,5,6,11,15,21",4,2042-03-13
"6,19,23,33,35,48",11,2042-03-16
"6,22,23,30,31,42",11,2042-03-19
"4,7,8,9,10,30",6,2042-03-22
"2,13,17,19,28,44",16,2042-03-25
"9,27,39,43,48,49",11,2042-03-28
"11,16,18,35,40,48",17,2042-03-31
"5,8,41,45,47,49",29,2042-04-03
"17,22,30,42,48,49",20,2042-04-06
"1,5,12,18,31,39",9,2042-04-09
"1,5,6,11,15,21",4,2042-04-12
"6,19,23,33,35,48",11,2042-04-15
"6,22,23,30,31,42",11,2042-04-18
"4,7,8,9,10,30",6,2042-04-21
"2,13,17,19,28,44",16,2042-04-24
"9,27,39,43,48,49",11,2042-04-27
"11,16,18,35,40,48",17,2042-04-30
"5,8,41,45,47,49",29,2042-05-03
"8,18,19,25,31,47",10,2042-05-06
"15,22,36,37,42,47",20,2042-05-09
"2,4,27,31,33,43",8,2042-05-12
"1,24,37,39,43,49",2,2042-05-15
"11,23,31,32,35,45",12,2042-05-18
"13,25,34,35,36,38",20,2042-05-21
"5,6,28,39,44,48",27,2042-05-24
"4,6,34,37,48,49",25,2042-05-27
"1,16,34,36,37,44",7,2042-05-30
"3,12,14,15,18,26",9,2042-06-02
"8,18,19,25,31,47",10,2042-06-05
"15,22,36,37,42,47",20,2042-06-08
"2,4,27,31,33,43",8,2042-06-11
"1,24,37,39,43,49",2,2042-06-14
"11,23,31,32,35,45",12,2042-06-17
"13,25,34,35,36,38",20,2042-06-20
"5,6,28,39,44,48",27,2042-06-23
"4,6,34,37,48,49",25,2042-06-26
"1,16,34,36,37,44",7,2042-06-29
"3,12,14,15,18,26",9,2042-07-02
"4,21,23,35,37,41",11,2042-07-05
"2,18,43,45,46,49",36,2042-07-08
"3,36,41,44,45,46",38,2042-07-11
"4,8,23,28,33,35",15,2042-07-14
"2,8,19,23,36,45",10,2042-07-17
"11,20,22,31,40,44",14,2042-07-20
"13,23,26,30,33,40",19,2042-07-23
"5,13,21,33,36,44",19,2042-07-26
"9,17,26,30,32,45",15,2042-07-29
"6,11,20,31,34,39",10,2042-08-01
"4,21,23,35,37,41",11,2042-08-04
"2,18,43,45,46,49",36,2042-08-07
"3,36,41,44,45,46",38,2042-08-10
"4,8,23,28,33,35",15,2042-08-13
"2,8,19,23,36,45",10,2042-08-16
"11,20,22,31,40,44",14,2042-08-19
"13,23,26,30,33,40",19,2042-08-22
"5,13,21,33,36,44",19,2042-08-25
"9,17,26,30,32,45",15,2042-08-28
"6,11,20,31,34,39",10,2042-08-31
"12,17,42,44,45,49",35,2042-09-03
"12,17,33,39,43,45",15,2042-09-06
"3,7,10,20,26,43",6,2042-09-09
"11,14,24,31,38,43",13,2042-09-12
"1,7,9,10,22,37",4,2042-09-15
"6,22,27,35,44,46",15,2042-09-18
"1,9,18,29,33,43",16,2042-09-21
"5,32,35,41,42,48",6,2042-09-24
"3,11,30,31,33,44",4,2042-09-27
"3,22,32,38,45,49",29,2042-09-30
"12,32,37,38,45,47",13,2042-10-03
"18,33,34,37,45,49",32,2042-10-06
"15,27,28,32,43,48",25,2042-10-09
"15,24,31,33,34,45",22,2042-10-12
"1,4,16,36,38,42",15,2042-10-15
"4,32,35,37,40,44",7,2042-10-18
"2,13,15,39,42,45",14,2042-10-21
"11,19,32,37,38,48",15,2042-10-24
"9,20,34,35,40,45",29,2042-10-27
"9,31,33,34,35,36",24,2042-10-30
"12,32,37,38,45,47",13,2042-11-02
"18,33,34,37,45,49",32,2042-11-05
"15,27,28,32,43,48",25,2042-11-08
"15,24,31,33,34,45",22,2042-11-11
"1,4,16,36,38,42",15,2042-11-14
"4,32,35,37,40,44",7,2042-11-17
"2,13,15,39,42,45",14,2042-11-20
"11,19,32,37,38,48",15,2042-11-23
"9,20,34,35,40,45",29,2042-11-26
"9,31,33,34,35,36",24,2042-11-29
"3,20,39,41,44,47",10,2042-12-02
"7,8,23,24,33,43",9,2042-12-05
"4,9,29,30,33,44",21,2042-12-08
"19,28,37,47,48,49",23,2042-12-11
"13,25,32,42,45,49",14,2042-12-14
"6,17,21,27,29,45",12,2042-12-17
"6,23,29,37,39,46",12,2042-12-20
"2,9,18,20,46,48",3,2042-12-23
"8,30,32,34,37,41",13,2042-12-26
"7,22,23,24,25,47",15,2042-12-29
"3,20,39,41,44,47",10,2043-01-01
"7,8,23,24,33,43",9,2043-01-04
"4,9,29,30,33,44",21,2043-01-07
"19,28,37,47,48,49",23,2043-01-10
"13,25,32,42,45,49",14,2043-01-13
"6,17,21,27,29,45",12,2043-01-16
"6,23,29,37,39,46",12,2043-01-19
"2,9,18,20,46,48",3,2043-01-22
"8,30,32,34,37,41",13,2043-01-25
"7,22,23,24,25,47",15,2043-01-28
"14,17,33,37,39,42",23,2043-01-31
"1,15,33,34,40,43",7,2043-02-03
"1,21,34,38,41,47",6,2043-02-06
"11,15,18,29,35,36",17,2043-02-09
"2,12,17,22,38,49",15,2043-02-12
"1,10,24,28,29,44",2,2043-02-15
"2,9,15,27,37,38",8,2043-02-18
"3,15,22,26,33,48",9,2043-02-21
"4,5,18,30,33,47",17,2043-02-24
"7,26,29,37,38,40",15,2043-02-27
"14,17,33,37,39,42",23,2043-03-02
"1,15,33,34,40,43",7,2043-03-05
"1,21,34,38,41,47",6,2043-03-08
"11,15,18,29,35,36",17,2043-03-11
"2,12,17,22,38,49",15,2043-03-14
"1,10,24,28,29,44",2,2043-03-17
"2,9,15,27,37,38",8,2043-03-20
"3,15,22,26,33,48",9,2043-03-23
"4,5,18,30,33,47",17,2043-03-26
"7,26,29,37,38,40",15,2043-03-29
"5,22,33,38,41,45",11,2043-04-01
"6,20,23,25,30,34",7,2043-04-04
"2,28,32,33,35,40",8,2043-04-07
"1,10,22,24,37,45",13,2043-04-10
"30,34,38,39,42,43",32,2043-04-13
"8,24,29,30,31,44",9,2043-04-16
"2,7,24,28,33,35",11,2043-04-19
"9,22,25,29,41,42",11,2043-04-22
"10,13,28,32,33,37",14,2043-04-25
"3,17,24,28,32,43",4,2043-04-28
"5,22,33,38,41,45",11,2043-05-01
"6,20,23,25,30,34",7,2043-05-04
"2,28,32,33,35,40",8,2043-05-07
"1,10,22,24,37,45",13,2043-05-10
"30,34,38,39,42,43",32,2043-05-13
"8,24,29,30,31,44",9,2043-05-16
"2,7,24,28,33,35",11,2043-05-19
"9,22,25,29,41,42",11,2043-05-22
"10,13,28,32,33,37",14,2043-05-25
"3,17,24,28,32,43",4,2043-05-28
"3,8,28,38,40,49",27,2043-05-31
"3,10,32,39,44,45",8,2043-06-03
"2,22,25,26,29,33",13,2043-06-06
"6,18,27,36,42,44",10,2043-06-09
"14,18,19,28,39,43",16,2043-06-12
"4,8,9,10,12,49",6,2043-06-15
"1,20,31,34,39,41",12,2043-06-18
"5,14,23,27,29,47",11,2043-06-21
"8,12,22,34,37,41",20,2043-06-24
"18,19,28,33,35,48",25,2043-06-27
"3,8,28,38,40,49",27,2043-06-30
"3,10,32,39,44,45",8,2043-07-03
"2,22,25,26,29,33",13,2043-07-06
"6,18,27,36,42,44",10,2043-07-09
"14,18,19,28,39,43",16,2043-07-12
"4,8,9,10,12,49",6,2043-07-15
"1,20,31,34,39,41",12,2043-07-18
"5,14,23,27,29,47",11,2043-07-21
"8,12,22,34,37,41",20,2043-07-24
"18,19,28,33,35,48",25,2043-07-27
"7,19,28,32,34,42",24,2043-07-30
"3,16,20,26,36,49",15,2043-08-02
"8,9,18,26,31,34",16,2043-08-05
"4,17,31,40,41,46",5,2043-08-08
"9,15,16,20,23,33",13,2043-08-11
"7,20,28,29,36,37",13,2043-08-14
"1,10,28,39,40,42",22,2043-08-17
"4,17,18,36,41,45",10,2043-08-20
"3,9,26,40,43,44",12,2043-08-23
"2,16,18,30,37,47",8,2043-08-26
"7,19,28,32,34,42",24,2043-08-29
"3,16,20,26,36,49",15,2043-09-01
"8,9,18,26,31,34",16,2043-09-04
"4,17,31,40,41,46",5,2043-09-07
"9,15,16,20,23,33",13,2043-09-10
"7,20,28,29,36,37",13,2043-09-13
"1,10,28,39,40,42",22,2043-09-16
"4,17,18,36,41,45",10,2043-09-19
"3,9,26,40,43,44",12,2043-09-22
"2,16,18,30,37,47",8,2043-09-25
"19,21,24,29,35,38",20,2043-09-28
"7,22,25,27,38,44",9,2043-10-01
"5,19,23,32,44,45",13,2043-10-04
"3,17,19,21,29,41",16,2043-10-07
"4,8,16,18,29,43",6,2043-10-10
"4,13,17,29,39,40",8,2043-10-13
"23,29,34,43,45,46",30,2043-10-16
"13,28,29,32,33,39",21,2043-10-19
"13,16,24,28,35,37",14,2043-10-22
"6,14,17,18,26,42",8,2043-10-25
"19,21,24,29,35,38",20,2043-10-28
"7,22,25,27,38,44",9,2043-10-31
"5,19,23,32,44,45",13,2043-11-03
"3,17,19,21,29,41",16,2043-11-06
"4,8,16,18,29,43",6,2043-11-09
